Company/Brand,Location,Sector,What it does,Investor,Amount,Stage,Year
AcknoLedger,Mumbai,Crypto,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",1500000.0,Seed,2021
ApplicateAI,Gurugram,IT & Services,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",,30000000.0,Series A,2021
VLCC Health Care,Gurugram,Health,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,,4000000.0,,2021
Duroflex,Bangalore,Furniture,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",Norwest Venture Partners,60000000.0,,2021
Aviom India,Bhilwara,Financial Services,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,Sabre Partners,8000000.0,Series C,2021
Onato,Bangalore,Computer Software,A startup solving inefficiencies in the agri supply chain,"Vertex Ventures, Omnivore",2200000.0,,2021
Mestastop Solutions,Bangalore,BioTechnology,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",CIIE.CO,100000.0,,2021
SaaS Labs,Noida,SaaS,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.","Base 10 Partners, Eight Roads Ventures",17000000.0,Series A,2021
Devnagri,Noida,Translation & Localization,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.","enture Catalyst, IPV",600000.0,Seed,2021
CRED,Bangalore,Finance,CRED is a credit card payment platform that rewards users with points for paying their bills.,"Tiger Global, Falcon Edge",250000000.0,Series E,2021
ConveGenius,Noida,Education Management,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,"BAce Capital, Heritas Capital, 3Lines Venture Capital",5000000.0,Pre-seed,2021
Totality,Gurugram,Entertainment,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.","Leo Capital, Mayfield Fund",1000000.0,,2021
CredAble,Mumbai,Financial Services,CredAble provides liquidity programs for enterprise supply chains.,"Plutus Wealth, Oaks Asset Management",30000000.0,Series B,2021
MarketWolf,Mumbai,Financial Services,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",5500000.0,Seed,2021
Wondrlab,Mumbai,Marketing & Advertising,India's largest platform-first martech startup,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",7000000.0,Pre-series A,2021
SUN Mobility,Bangalore,Automotive,Provider of universal energy infrastructure and services to accelerate mass EV usage!,Vitol,50000000.0,,2021
Tamasha,Mumbai,Entertainment,"Tamasha, the next-generation interactive entertainment platform.",Chiratae Ventures,3000000.0,Pre-series A,2021
Revfin,New Delhi,Financial Services,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers","Ruchirans Jaipuria, Rishi Kajaria",4000000.0,Pre-series A,2021
Yu Foodlabs,Gurugram,Food & Beverages,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,"Manish Choksi, Varun Vakil",1000000.0,Pre-series A,2021
MergerDomo,New Delhi,Investment Banking,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,Nadir B Godrej,500000.0,,2021
FarMart,Gurugram,Farming,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,Matrix Partners India,10000000.0,Series A,2021
Questt,Gurugram,EdTech,Questt is a Free online homework app that lets teachers assign gamified homework to students.,Celesta Capital,6750000.0,Series A,2021
IDfy,Mumbai,IT & Services,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,"TransUnion, Blume Ventures",10000000.0,Series D,2021
ClearDekho,Ghaziabad,Retail,ClearDekho is India’s Leading Affordable Eyewear Brand.,Aroa Ventures,4000000.0,Pre-series A,2021
BookingJini,Gurugram,Hospitality,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,Mumbai Angels Network,1200000.0,Pre-series A,2021
Sourcewiz,Gurugram,IT & Services,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,"Blume, Alpha Wave Incubation",3000000.0,Seed,2021
Tvasta,Chennai,Mechanical & Industrial Engineering,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,Habitat for Humanity International,400000.0,,2021
Kafqa Academy,Bangalore,E-learning,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.","Global Founders Capital, Enzia Ventures, Better Capital",1300000.0,Seed,2021
Trell,Bangalore,Social commerce,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,Amazon,100000000.0,,2021
Storia,Mumbai,Food & Beverages,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",Sixth Sense Ventures,6000000.0,Series A,2021
Clear,Bangalore,Computer Software,India’s leading FinTech SaaS platform,"Kora Capital, Stripe, Alua Capital",75000000.0,Series C,2021
Groww,Bangalore,Finance,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,Iconiq Growth,250000000.0,Series E,2021
The Indus Valley,Chennai,Consumer Goods,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,"Rukam Capital, DSG Consumer Partners, The Chennai Angels",1100000.0,,2021
BharatPe,New Delhi,Financial Services,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",MAS Financial Services,10000000.0,,2021
Teachmint,Bangalore,E-learning,Teachmint is an education infrastructure provider and India’s largest teaching platform.,"Rocketship.vc, Vulcan Capital",78000000.0,Series B,2021
Porter,Bangalore,Logistics & Supply Chain,Porter is India's Largest Marketplace for Intra-City Logistics.,"Tiger Global, Vitruvian Partners",100000000.0,Series E,2021
O4S,Gurugram,IT & Services,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,"Think Investments, Venture Highway",6000000.0,Series A,2021
Wobb,Gurugram,Marketing,The platform for marketers to find and work with influencers,"Alok Kohli, Sanjeev Bhargava",200000.0,Pre-seed,2021
BASIC Home Loan,Gurugram,Financial Services,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,"Venture Catalysts, Gruhas Proptech",3500000.0,Series A,2021
Siply,Bangalore,Financial Services,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1","LetsVenture, AngelList India, Founder's Room Circle",3200000.0,Pre-series A,2021
BankSathi,New Delhi,Financial Services,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.","Dinesh Godara, Anuj Ahuja, Aditya",500000.0,,2021
Gramophone,Indore,AgriTech,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",Z3Partners,10000000.0,,2021
Healofy,Bangalore,FemTech,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,"Celesta Capital, Omidyar Network India",6000000.0,Series B,2021
E42,Pune,Computer Software,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,Pavestone Ventures,5400000.0,Series A,2021
Spottabl,Bangalore,Human Resources,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,"LetsVenture, Paradigm Shift VC, Binny Bansal",400000.0,Seed,2021
DeHaat,Gurugram,IT & Services,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,"Sofina, Lightrock India, Temasek",115000000.0,Series D,2021
Shumee,Bangalore,Retail,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",Dia Mirza,0.0,,2021
Zolve,Bangalore,Financial Services,World's first cross-border Neobank,DST Global,40000000.0,Series A,2021
Instoried,Bangalore,Computer Software,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.","Pritt Investment Partners, 9Unicorns",8000000.0,,2021
SportZchain,Mumbai,Sports,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,"Darq Capital, Jagadeesh Atukuri",400000.0,Pre-seed,2021
Hypto,Chennai,Tech Startup,The next generation of web services that democratize access to finance for developers and businesses.,Stellaris Venture Partners,3000000.0,Seed,2021
CHUPPS,Mumbai,Foootwear,D2C footwear brand,Venture Catalysts,1100000.0,Pre-series A,2021
Zenduty,Bangalore,Computer Software,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",StartupXseed Ventures,1900000.0,Pre-series A,2021
R for Rabbit,Ahmedabad,Consumer Goods,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,Xponentia Capital Partners,5000000.0,,2021
Acko,Bangalore,Insurance,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,"General Atlantic, Multiples",255000000.0,Series D,2021
LoveLocal,Mumbai,Retail,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,Vulcan Capital,18000000.0,Pre-series B,2021
SupplyNote,Noida,Food & Beverages,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",Venture Catalysts,1200000.0,Pre-series A,2021
Vakilsearch,Chennai,Legal Services,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",InCorp India,10000000.0,,2021
Cloudphysician,Bangalore,Hospital & Health Care,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,Elevar Equity,4000000.0,Pre-series A,2021
Wiggles.in,Pune,Veterinary,Wiggles India is a preventative healthcare brand for all things pets!,Anthill Ventures,5500000.0,Pre-series A,2021
Avanti Finance,Bangalore,Financial Services,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,"Oikocredit, Nomura, The Bill & Melinda Gates Foundation",15000000.0,Series A2,2021
Vanity Wagon,New Delhi,Consumer Goods,Vanity Wagon is India's first true information oriented clean beauty marketplace.,Inflection Point Ventures,700000.0,Pre-series A,2021
Purplle,Mumbai,E-commerce,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,Kedaara,70000000.0,,2021
Wallmantra,Noida,Arts & Crafts,WallMantra is a well reputed wall decoration online store in India.,Velocity,0.0,,2021
MFine,Bangalore,Hospital & Health Care,"MFine aims to make access to trusted healthcare simple, fast, and effective.","Moore Strategic Ventures, BEENEXT",48000000.0,Series C,2021
Aquatein,Mumbai,Food & Beverages,India's First Protein Water in 21g and 10g Variants with BCAA.,Eaglewings Ventures,0.0,Seed,2021
Mentza,Mumbai,E-learning,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",Inflection Point Ventures,400000.0,Seed,2021
ConnectedH,Gurugram,Hospital & Health Care,Connect different sectors of healthcare system and give the patients complete control over their information.,"Kalaari Capital, Incubate Fund India",2300000.0,Seed,2021
CredAvenue,Chennai,FinTech,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,"Sequoia Capital, Lightspeed, TVS Capital Funds",90000000.0,Series A,2021
