Company/Brand,HeadQuarter,Sector,What_it_does,Investor,Amount,Stage
iNurture Education,,Edtech,"It provides a conducive and healthy teaching, learning environment",Kimera Ltd,"$4,000,000.00",
Pocket52,Bangalore,Gaming,An online poker playing platform,Gameskraft,"$1,750,000.00",Series A
QuaQua,Hyderabad,Travel,Virtual travel guide platform,Anthill Ventures,"$1,000,000.00",
Crofarm,Delhi,Agritech,Supply chain that supports farmers and provides businesses with freshest produce,Smile group,"$1,000,000.00",
Timios,Bangalore,Foodtech,Provides healthy snacks for kids,Rangsons Technologies,$nan,Pre series A
Wooden Street,Jaipur,Ecommerce,It enables to order custom furniture online,IAN Fund,"$3,000,000.00",Series A
BankBazaar,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,WSV Capital,"$5,967,000.00",Series D1
Rentmojo,Bangalore,Rental,"Rental platform for furniture, appliances & electronics",Gautam Dalmia,"$2,980,000.00",
Credgencies,,AI & Debt,Tech-enabled platform for resolution of non-performing assets,Titan Capital,$nan,Seed Round
Knorish,Delhi,SaaS/Edtech,All-in-one knowledge commerce SaaS platform,100x VC,"$323,000.00",Pre series A
LetsTransport,Bangalore,Logitech,Offers techno logistics solutions,Black Soil,"$1,326,000.00",
Vahak,,Transport,It enables logistic companies to conncet with transporters,Leo Capaitals,$nan,Seed Round
Nutrova,Mumbai,Nutrition,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",DSG Consumer Partners,$nan,Pre series A
Cube Wealth,Mumbai,SaaS,A digital wealth management services,Beenext,"$500,000.00",Mid series
IVF Access,Bangalore,Healthtech,It provdes IVF treatments,Vertex Ventures SEA & India,"$5,000,000.00",Series A
Hoi Foods,Delhi,Foodtech,Quality food solution,Crowd Fund,"$2,000,000.00",Pre series A
Ola Financial Services,Bangalore,Fintech,It operates Ola Money,Matrix Partners,"$27,000,000.00",Series A
Awifs,Delhi,Co-working,Provides office space solutions,Bisque Limited,"$5,200,000.00",
Dunzo,Bangalore,Logistics,India-based hyperlocal delivery startup,Undisclosed,"$55,000,000.00",
Swiflearn,Gurugram,Edtech,Learning platform for K-10 students looking for personalised learning,Stellaris Venture Partners,$nan,Seed Round
Remedo,Delhi,Healthtech,The platform connects doctors with patients,River Rock Ventures. Inflection Point Ventures,$nan,Pre series A
Blowhorn,Bangalore,Logistics,Tech platform that connects logistics service seekers with mini-truck drivers,Trifecta Capital,$nan,
Toch,Mumbai,AI,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos",Chinaccelerator,"$1,000,000.00",Pre series A
Gram Cover,Noida,Insurtech,It provides insurance products in rural areas,EMVC,$nan,Pre series A
Coin DCX,Mumbai,Cryptocurrency,Hybrid crypto exchange platform,Polychain Capital,"$2,500,000.00",
HomeCapital,Mumbai,Fintech,Home Down Payment Assistance Program,Varanium NexGen Fund,$nan,
Euler Motors,Delhi,Automotive tech,Startup focusses on electric vehicles,Inventus III India Fund,"$2,530,000.00",Series A
Riskcovry,Mumbai,Insurtech,Offers various insurance products,Bharat Inclusion Seed Fund,$nan,Pre series A
NWNT (No Worry No Tension Healthcare),Delhi,Healthtech,Mental healthtech startup,Amit Burman,$nan,Pre series A
Voicezen,Gurugram,AI,Conversational AI startup,Bharti Airtel,$nan,
Leap Club,Gurugram,,Community led professional network for women,Whiteboard Capital,"$340,000.00",Pre seed round
Credit Mantri,Chennai,Fintech,Offers free credit score and a detailed credit analysis report,IDG Ventures,"$792,000.00",
Xtracap,Gurugram,Fintech,"Offers online payment solution,schemes, order management, insurance etc.,",Angel Investors,"$1,000,000.00",
Tring,Mumbai,Media,Celebrity engagement platform,Kalyan Krishnamurthy,$nan,
Vakilsearch,Chennai,Legal,"Online platform for legal, tax and compliance services",Sujeet Kumar,$nan,
Khatabook,Bangalore,Fintech,It helps SMEs to maintain their accounts and ledger online.,B Capital Group,"$60,000,000.00",Series B
LendingKart,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,Fullerton Financial Holdings,"$11,363,000.00",Series D
Illumnus,,Edtech,Offers Collaborative learning management system for educational institutions,Angel investors. HNI,"$100,000.00",Seed Round
LetsTransport,Bangalore,Logitech,Offers techno logistics solutions,Innoven Capital,"$1,715,000.00",
Eggoz,Bihar,Agritech,"Provides technology backed, deep integration services to egg farmers",Tracxn Labs,"$329,000.00",Seed Round
Winuall,Bangalore,Edtech,It helps coaching institutes in digitization,Ankit Bhati,$nan,
Indian School Finance Company,Hyderabad,Fintech,NBFC that provides funding to education system,Gray Matters Capital,"$5,271,000.00",Seed Round
Juicy Chemistry,,,It focuses on organic based skincare products,Akya Ventures,"$650,000.00",Series A
DeepTek,Pune,Healthtech,AI enabled radiology platform,GHV Accelerator,$nan,
Stepathlon Lifestyle,Mumbai,Fitness,It organises corporate wellness programs,Josh Liberman,$nan,
Sindhuja Microcredit,Noida,Fintech,It provides financial services to self employed women entrepreneurs,Nordic Microfinance Initiative,"$8,700,000.00",
Rentmojo,Bangalore,Rental,"Rental platform for furniture, appliances & electronics",Chiratae Ventures,"$3,226,000.00",
Tesco Charge Zone,Gujarat,EV,Operates electric vehicle charging zone,Mumbai Angels Network,$nan,
Intello Labs,Gurugram,Supply chain,Standardisation and Quality control of fruits & vegetables,Saama Capital,"$5,900,000.00",Series A
SirionLabs,Gurugram,SaaS,"Provides procurement, outsourcing services & contract management software",Tiger Global,"$44,000,000.00",Series C
Magicpin,Gurugram,,"It is a local discovery, rewards, and commerce platform",Lightspeed Venture Partners,"$3,879,000.00",
GroCurv,Gurugram,B2B,"It offers a wide range of business related services like Branding, marketing, sales etc.,",Unicorn Investments Pte Ltd,$nan,Seed Round
Refrens,Bangalore,SaaS,"Offers a free invoicing, payments and expense management system",Vijay Shekhar Sharma,"$1,000,000.00",Seed Round
Shiprocket,,Logitech,Tech enabled logistics aggregator,Tribe Capital,"$13,000,000.00",Series C
Spyne,Gurugram,AI,Helps online businesses with visual content,Angellist,$nan,Pre series A
Nykaa,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Steadview capital,"$8,800,000.00",
Docsapp,Bangalore,Healthtech,Online doctor consultation app,Bessemer Venture Partners India,"$9,500,000.00",
Phable,,Healthtech,"It creates an engagement loop between doctors, hospitals, and patients via its app",Inflection Point Ventures,"$1,000,000.00",Pre series A
Generic Aadhaar,,Pharma,It provides a platform for entrepreneurs to access generic  medicine at low cost,Ratan Tata,$nan,
Nium,,Fintech,Open global money platform,VisaVentures,$nan,
Mintoak,Mumbai,Fintech,Merchant payment solutions startup,Pravega Ventures,"$2,000,000.00",Pre series A
VestSpace,Pune,Spacetech,It builds small satellite paltforms,Next Capital,"$10,000,000.00",
Blackbuck,Bangalore,Logistics,Provides trucking services,Trifecta Venture,$nan,
Vernacular ai,Bangalore,AI,It offers Multiligual AI platform,Exfinity Ventures,"$5,100,000.00",Series A
Clover,Bangalore,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,Alteria Capital,"$920,000.00",
Varthana,Bangalore,Fintech,Offers secured and unsecured loans,ChrysCapital,"$15,000,000.00",Series D
Codeninja,Bangalore,SaaS,AI-powered 'no-code' platform which can generate application development code,Hari Balasubramanian,$nan,Seed Round
MetaMerphoSys,Pune,Insurance technology,Digital insurance platform for businesses,Good Capital,$nan,Pre series A
Rooter,Delhi,Gaming,Live sports engagement platform,Paytm,"$1,700,000.00",Pre series A
Aker Foods,Pune,Foodtech & Logistics,Ai driven supply chain platform,Mumbai Angels Network,$nan,
Sascan Meditech pvt ltd,Kerala,Healthtech,They are developing technology that can detect early cancerous cells,Unicorn India Ventures,$nan,
DailyHunt,,Media,News aggregator,Lupa India,"$35,600,000.00",
Pratilipi,Bangalore,Media,A digital platform that connects readers and writers in various languages,Tencent,"$9,400,000.00",Series C
Biryani By Kilo,Delhi,Food,Online paltform to order biryani,Devanshu Dolat Desai,"$790,000.00",Series B
Consure Medical,Delhi,Healthtech,"Novel platform technologies to manage, diagnose, and treat various GI disorders",Accel Partners,"$480,000.00",
Servify,Mumbai,,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,Barkawi,"$250,000.00",
Tessol,Mumbai,Logistics,It provides end to end cold chain logistics solutions,1Funds Domestic Scheme,"$160,000.00",Series A
Remedo,Noida,Healthtech,"It helps doctors engage with patients, improve patient experience",RiverRock Ventures,$nan,Pre series A
News Reach,Ahmedabad,Media,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",Mumbai Angels Network,$nan,
RoomSoom,Noida,Housing,It provides co-living and student rooms,Mumbai Angels Network,$nan,
Pedagogy,,Edtech,It has a single subscription model that allows users to access books and digital courses.,Inflection Point Ventures,"$400,000.00",
Classplus,Delhi,Edtech,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",RTP Global,"$8,200,000.00",Series B
Medlife,Bangalore,Pharmaceutical,It solves inadequacies in the healthcare delivery system through technology,Hero Fincorp,"$15,500,000.00",
Qin1,Noida,Edtech,It is alearning platform for kids in the age group 5 to 14 yrs,Venture Catalysts,$nan,
MYSUN,Delhi,Tech,Platform for rooftop solar energy solutions,Undisclosed,"$4,257,000.00",Pre series A
ShopX,Bangalore,Ecommerce,B2B retail operating system,Li and Fung,"$1,410,000.00",
Sarva,,Yoga & wellness,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Mantra Capital,$nan,
Expertrons,Mumbai,AI,AI video bot platform for career hacks,Nikhil Vora,$nan,Seed Round
NewsBytes,Gurugram,Digital Media,News portal,North Base Media,"$1,500,000.00",Series A
Wagonfly,Bangalore,,Contactless shopping and delivery experience by using radio frequency to tag retail items,Investment Trust of India,"$500,000.00",
NIRA,,Fintech,It offers access and credit to working Indians,Angel investors,"$2,100,000.00",Pre series A
Convosight,Hyderabad,Data Analytics,It helps business gain insights from its community on Facebook groups,IvyCap Ventures,"$4,000,000.00",Pre series A
Fittr,Pune,Fitness,Fitness Social Network & Consultation Platform,Sequoia Capital Surge,"$2,000,000.00",
AsknBid,Bangalore,Investment Tech,It builds algorithmic investing-based tech products,Ravikanth Reddy & Mumbai Angel Network,$nan,
Bira91,Bangalore,Beverage,Craft beer maker,Sequoia Capital,"$20,000,000.00",Series C
Finaureus Technologies,Pune,Fintech,Provides investment management solutions,Pinetree Capital,$nan,Pre series A
Daily Ninja,Haryana,Ecommerce,Online Milk Delivery startup,Big Basket,"$349,800.00",
Guvi Geek Network Pvt Ltd,Chennai,Edtech,Operates vernacular-language based education,Education Catalyst Fund,"$786,000.00",Pre series A
LoadShare,Bangalore,Logistics,Provides technology based solutions to SMEs in logistics,CDC Group,"$2,004,000.00",Series B
Vedantu,Bangalore,Edtech,Onine learning platform,KB Global Platform Firm,"$6,800,000.00",Series C
Indusface,,IT,It provides IT security solutions,Tata Capital Growth Fund II,"$5,000,000.00",
DMI Group,Delhi,Financial Services,Pan-India Credit providing platform,NXC Corporation,"$123,000,000.00",
Spintly,Goa,IoT,It is a wireless cloud-based access control system,Saltwater Venture Sparks,"$248,000.00",Pre series A
Credr,Mumbai,Automobile,A marketplace to buy and sell used bikes and scooters,Stride Ventures,$nan,
Bijak,Gurugram,Agritech,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",RTP Global,"$12,000,000.00",Series A
Bugworks,Bangalore,Biopharma,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,University of Tokyo Edge Capital,"$7,500,000.00",
DrinkPrime,Bangalore,,Water purifier subscription service,Abhishek Goyal,$nan,Seed Round
Yap,Chennai,Fintech,Banking and payment products-focused API platform,BeeNext,"$4,500,000.00",Series A
UzhavarBumi,Tamil Nadu,Dairy,Provides fresh dairy products,Angel Network,$nan,
Tattva,Delhi,Beauty & wellness,Sells its organic and beauty products via marketplace,Sukhbir Singh,"$150,000.00",
Pariksha,Pune,Edtech,Platform for vernacular test-preparation,INSEAD Angels,$nan,Pre series A
DailyHunt,,Media,News aggregator,Bytedance,"$24,000,000.00",
NoBroker,Bangalore,Real Estate,Online real estate rental startup,General Atlantic,"$30,000,000.00",
Box8,Mumbai,Foodtech,Enables to order food online,IIFL Seed Ventures Fund,"$4,000,000.00",
Capital Float,Bangalore,Fintech,Online platform that provides working capital finance to SMEs,Ribbit Capital,"$15,000,000.00",
ITILITE,Bangalore,Travel & SaaS,Platform for business travel,Greenoaks Capital,"$13,000,000.00",Series B
Morning Context,,Digital Media,A subscription-only digital media publisher,Angel investors,$nan,Seed Round
Aavenir,Ahmedabad,SaaS,Source-to-Pay Software,Accel,"$2,000,000.00",Seed Round
Savvy Co op,,Healthcare,It connects patients with healthcare companies,Indie VC,$nan,
BLive,,Tourism & EV,"It offers experiential, guided tours on smart electric bikes",Mumbai Angels Network,$nan,Pre series A
Yellow Messenger,Bangalore,AI,It offers conversational chatbots,Lightspeed Venture Partners,"$20,000,000.00",Series B
Toch,,Media Tech,AI based Video object detection and Tagging platform,Inflection Point Ventures,"$400,000.00",
Ewar,Bangalore,Gaming,E-sports and real-time gaming startup,Jindal Steels,"$200,000.00",
Setu,,Fintech,"Offers open APIs across four categories: bills, savings, credit, and payments.",Lightspeed Venture,"$14,259,000.00",Series A
Wellthy Therapeutics,Bangalore,Healthtech,It offers a digital therapeutics service,Saama Capital,"$4,000,000.00",Pre series A
Power Gummies,Delhi,Health,Offers health supplements related gummies,Venture Catalysts,$nan,
Locale ai,Bangalore,Location Analytics,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,Better Capital,$nan,
FarEye,Delhi,Logistics,"It enables businesses to execute, track, predict and oprimize the movements of goods",M12,"$24,500,000.00",Series D
Rebel Foods,,Food tech,It runs internet kitchen,Coatue Management,"$50,000,000.00",
BankBazaar,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,Amazon,"$3,800,000.00",Series D
Porter,Mumbai,Logistics,Logistics and fleet management,Lightstone Global Funds,"$18,370,000.00",Series D
SugarBox,Mumbai,Tech,Hyperlocal data distribution platform,Zee Entertainment Enterprises Limited,"$68,525,000.00",
Capital Float,Bangalore,Fintech,Online platform that provides working capital finance to SMEs,Amazon Inc`,"$4,800,000.00",Series F
Big Basket,Bangalore,E store,Online grocery store,Alibaba Holdings,"$60,000,000.00",
Amica,,Fintech,Neobanking startup,Hummingbird Ventures,"$2,000,000.00",
Vedantu,Bangalore,Edtech,Onine learning platform,Legend Capital,"$12,500,000.00",Series C
Fingerlix,,Food,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",Accel,"$1,834,000.00",
Plop,Mumbai,Tech,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,Better Capital,$nan,Angel Round
Zupee,,Gaming,It runs live quiz tournaments on its app.,Matrix Partners,"$8,000,000.00",Series A
DeHaat,,Agritech,Online marketplace for farming services and products,Sequoia Capital India,"$12,000,000.00",Series A
Lido Learning,Mumbai,Edtech,Online teaching service,Bace Capital,"$7,500,000.00",Series B
Aye Finance,Gurugram,Fintech,A finance lender to SMEs,Undisclosed,"$23,850,000.00",
Swiggy,Bangalore,Foodtech,Platform to order food online from restaurants and getting it delievered,Tencent,"$43,000,000.00",Series A
Akna Medical,,Healthtech,Provides supply solutions for surgical and pharmaceutical products.,LGT Lightstone Aspada,"$7,000,000.00",
Zomato,Gurugram,Foodtech,Online food delivery and restaurant discovery platform,Pacific Horizon,"$5,000,000.00",
RaRa Delivery,,Logistics,Provides same day delivery service for ecommerce businesses,Der Shing Lim,"$800,000.00",Seed Round
JusPay,Bangalore,Fintech,Online payment solutions,Vostok Emerging Finance,"$21,600,000.00",Series B
Obviously AI,,Data Science,It provides predictive insights to clients by leveraging their data,Arka Venture Labs,$nan,
Fingpay,Mumbai,Fintech,Provides payment solutions,IvyCap Ventures,"$3,500,000.00",Series A
Recko,Bangalore,SaaS,The platform enables AI-powered reconciliation of digital transactions,Vertex Ventures,"$6,000,000.00",Series A
Furlenco,Bangalore,Ecommerce,Furniture rental startup,Chowdry Associates,"$10,000,000.00",
Mera Cashier,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,Sukhbir Singh,"$150,000.00",
Kitchens Centre,Delhi,,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,AngelList India,"$500,000.00",Seed Round
Camp K12,Gurugram,Edtech,It connects students with tutors online,Matrix Partners,"$4,000,000.00",Seed Round
MedGenome,Bangalore,Healthtech,Genetic diagnostic testing company,LeapFrog Investments,"$55,000,000.00",Series D
Ergos,Bangalore,Agritech,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,Aavishkar Capital,"$4,598,000.00",
Nykaa,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Steadview capital,"$13,137,000.00",
Samadhan,Delhi,Insurance,They help find solutions to insurance related issues,Venture Catalysts,$nan,Seed Round
SaScan,Bangalore,Healthcare,Cancer diagnostics startup,Unicorn India ventures,$nan,
Lido Learning,Mumbai,Edtech,Online teaching service,Pecus Capital,"$3,000,000.00",
CureFit,Bangalore,Health and Fitness,"Integrated platform for food, fitness and meditation.",Temasek,"$115,000,000.00",Series D
Nimesa,Bangalore,SaaS,Cloud data managemnt solutions enterprise,Ideaspring capital,$nan,
Design X,Noida,IoT,Builds IoT based products,ThinkNext LLC,"$200,000.00",Seed Round
Driftly Electric,Bangalore,Automobile,Electric vehicle startup,MG Motor India,$nan,
Imstrong,Bangalore,Fitness,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,Rainmatter,"$400,000.00",Seed Round
Craftsvilla,Mumbai,Marketplace,Online marketplace for ethnic wear,Supera Investments,"$3,900,000.00",
Rupifi,Bangalore,Fintech,Offers financial products for SMEs,Ashneer Grover,$nan,Pre seed round
SnackAmor,Mumbai,Food,It offers various healthy snacks,Undisclosed,$nan,Seed Round
Zealthy,Bangalore,Healthtech,"It connects women to healthproviders for specialities like infertility, maternity etc.,",KYT Ventures,$nan,Seed Round
CoinDCX,,Fintech,A cryptocurrency trading platform,Polychain Capital,"$3,000,000.00",Series A
NuNu TV,,Media,Kids-focussed Youtube channel,Risers Accelerators,"$670,000.00",
QTalk,Bangalore,Technology,Smart Phone Dialer,Accel India,"$1,600,000.00",Seed Round
Shadez,Mumbai,Interior & decor,Paint Company,Inflection Point Ventures,"$100,000.00",Seed Round
Excess2Sell,Mumbai,Ecommerce,B2B Marketplace for Overstock & Surplus Inventory,Gautham Madhavan,"$1,000,000.00",
Stanplus,Hyderabad,Healthtech,Ambulance service,Pegasus FinInvest,"$1,500,000.00",Pre series A
Pitstop,Bangalore,Automobile,Doorstep car service,TPG-backed Group Landmark,"$2,500,000.00",Series A
Univariety,Hyderabad,Edtech,Online marketplace that provides career counselling and college guidance,Info Edge,"$1,100,000.00",
Peel Works,Mumbai,SaaS,E-commerce for corner/retail stores.,CESC Ventures,$nan,"Series C, D"
CoreStack,Chennai,Technology,Enterprise cloud governance technology startup,Naya Ventures,"$8,500,000.00",Series A
Vivriti Capital,Chennai,Fintech,Digital lending startup,LGT Lightstone Aspada,"$50,000,000.00",Series B
Agnikul,Chennai,Spacetech,"It designs, fabricates, tests and launch orbital class launch vehicles",pi Ventures,"$3,148,000.00",Pre series A
Fintso,,Fintech,Wealth management platform,Rajeev Juneja,"$2,600,000.00",
Khatabook,Bangalore,Fintech,It helps SMEs to maintain their accounts and ledger online.,Mahendra Singh Dhoni,$nan,
Smart Coin,,Fintech,Consumer lending startup,LGT LightstoneAspada,"$7,000,000.00",Series A
ZunRoof,Gurugram,Cleantech,"It specialises in solar rooftop design, installation, and management using technology",Godrej Investments,"$3,000,000.00",Series A
Shop101,,Social e-commerce,Enables entrepreneurs to sell online,Stellaris Venture Partners,"$3,900,000.00",Series C
OM Bhakti,Bangalore,FMCG,A puja cotton-wicks manufacturing startup,Venture Catalysts,$nan,Seed Round
Lal10,Uttar Pradesh,B2B,It helps Indian artisans and SMEs reach out to global retailers,Sorenson Impact,"$1,100,000.00",
Anaxee Digital Runner,Indore,Tech,A tech-enabled ID verification and data collection startup,Orios Venture Partners,$nan,
CollegeKhabri,Bhopal,Edtech,Platform is an end-to-end college and career counselling platform for students,Vishal Dixit,$nan,
Ola Electric,Bangalore,eMobility,Electric vehicle,Pawan Munjal Family Trust Fund,"$1,000,000.00",
Multi Living,Mumbai,Real Estate,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Lodha Ventures,"$6,000,000.00",
FamPay,Bangalore,Fintech,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",Y Combinator,"$4,700,000.00",Seed Round
UnboxRobotics Labs,Bangalore,Automation tech,Automated flexible parcel sorting solutions for logistics providers,Arali Ventures,"$500,000.00",Seed Round
Karbon Card,Bangalore,Fintech,Specialisde corporate cards for startups,Kunal Shah,"$2,000,000.00",Seed Round
Airmeet,Bangalore,Media & Networking,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",Accel India,"$3,000,000.00",
Innerchef,Gurgaon,Foodtech,Cloud kitchen platform,Mistletoe,"$1,000,000.00",
Epigamia,Mumbai,FMCG,Flavoured and greek yoghurt brand,KA Enterprise,$nan,Series C
StyleNook,Mumbai,Ecommerce,Marketplace for fashionable apparel,Lead Angels Network,$nan,
Callido Learning,Mumbai,Edtech,Provides a structured educational approach to critical thinking and problem solving skills,Education Catalyst Fund,$nan,
Soxytoes,Delhi,Ecommerce,Online store to buy various types of socks including funky and colorful socks,Angel network,$nan,
F5,Delhi,E-market,Retail Aggregator,LetsVenture investors,$nan,Seed Round
Paper Boat,Bangalore,Food & Beverages,Ecommerce platform for beverages and snacks,Advent Management,"$4,049,500.00",
Strata,Bangalore,Proptech,Real estate investment platform,SAIF Partners,"$1,500,000.00",Seed Round
Salesken,Bangalore,AI & Data science,Provides sales professionals with intelligence on various aspects of the sales pitch,Sequoia India,"$8,000,000.00",Series A
Arya,Noida,Agritech,Provides post-harvest services across the agricultural value chain,LGT Lightstone Aspada,"$6,000,000.00",Series B
Leap Finance,Bangalore,Fintech,Provides education loans to students based on the student’s future income,Sequoia India,"$5,500,000.00",
Sleepy Owl,Delhi,Beverages,"It sells ready to drink cold brew coffees, brew boxes and packs.",Rukam Capital,$nan,
Tricog,Bangalore,Healthtech,Provides virtual cardiology services through its AI-powered healthcare platforms,UTEC-The University of Tokyo Edge Capital,"$10,500,000.00",Series B
GogoBus,Delhi,Travel tech,Inter-City Mobility Startup,Ixigo,$nan,
Trell,Bangalore,Social e-commerce,Allows users to share their travel experiences,Sequoia’s Surge,"$4,000,000.00",Pre series A
Spaciya Consultants,Noida,Real Estate,Real estate consultancy firms,Alok Garg,"$500,000.00",Pre series A
Bounce,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,InnoVen Capital,"$6,500,000.00",
Neeman,,Ecommerce,An eco-conscious footwear brand making comfortable shoes using Merino Wool,Anicut Angel Fund,"$1,000,000.00",Pre series A
Chqbook,Gurugram,Fintech,"Marketplace for small business owners, offering them products around lending, credit cards etc",Aavishkaar Capital,"$5,000,000.00",Series A
SMEcorner,Mumbai,Fintech,Financial lending firm to SMEs,Paragon Partners,"$30,000,000.00",Series B
Oda Class,Bangalore,Edtech,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",Yuanfudao,$nan,Pre series A
Spinny,Haryana,E-tail,Used car retailing platform,Nandan Nilekani,"$43,700,000.00",Series B
goStops,Delhi,Accomodation,A premium chain of youth hostels catering to the millennials,Atraxn Partners.,$nan,
Umeed Housing,Haryana,Fintech,Housing finance company,Morgan Stanley Private Equity Asia,"$23,000,000.00",Series D
Vogo,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Lightstone Aspada,"$20,000,000.00",Series C
Flick Stree,Mumbai,AI & Media,Artificial intelligence-based video publishing network,Samsung Venture Investment,"$3,000,000.00",Series A
Qure ai,Mumbai,Healthtech,Provides interpretations of radiology scans,Sequoia India,"$16,000,000.00",
MinionLabs,Bangalore,Machine Learning,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Indian Angel Network,$nan,
Josh Talks,Haryana,Media,Community of young individuals providing a platform to showcase their stories,Media Development Investment Fund,"$1,500,000.00",Pre series A
PhoneParLoan,Delhi,Fintech,Provides easy loans,Accelerator MOX,$nan,
RailYatri,Noida,Travel,A complete Indian railways app,Nandan Nilekani,"$13,800,000.00",
AjnaLens,Thane,Deeptech,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",Maharashtra Defence,"$1,500,000.00",Pre series A
Pepper,Mumbai,Content Marktplace,End to end content creation platform,Kunal Bahl,"$306,900.00",Seed funding
Rupeek,Bangalore,Fintech,An asset backed online lending platform,GGV Capital,"$30,000,000.00",
iMerit,Kolkata,IT,Turns information into data that is usable for machine learning processes,CDC Group Plc,"$20,000,000.00",Series B
BharatPe,Delhi,Fintech,Digital payments platform,Ribbit Capital,"$75,000,000.00",Series C
Invideo,,Visual Media,Video production and editing platform,Sequoia Capital’s Surge,"$2,500,000.00",
AvalonMeta,,Edtech,It combines higher education and competitive gaming,Peerplays,"$420,000.00",
Near Store,Mumbai,Ecommerce,Enables a shop to create an online presence,Sauce.vc,"$300,000.00",Seed Round
ElecTorq,Delhi,Automobile,Electric vehicle startup,AdvantEdge,$nan,
Prayaan Capital,Chennai,Fintech,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",Accion Venture Lab,"$1,200,000.00",Seed Round
Sanfe,Delhi,Hygiene,Women health care and wellness product,SucSEED Venture Partners,"$1,100,000.00",Pre series A
Go Desi,Delhi,Foodtech,Provides traditional delicacies,Rukam Capital,"$627,300.00",Seed Round
Swiggy,Bangalore,Foodtech,Platform to order food online from restaurants and getting it delievered,Prosus N.V,"$113,000,000.00",Series A
Whatfix,Bangalore,SaaS,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",Sequoia Capital India,"$32,000,000.00",Series C
Unacademy,Bangalore,Edtech,Platform that offers online education in India,Facebook,"$110,000,000.00",Series E
Zvesta,Gurugram,Proptech,An online platform where users can search and buy properties listed by developers and brokers,Hindustan Media Ventures,"$5,500,000.00",
Dunzo,Bangalore,Logistics,India-based hyperlocal delivery startup,Alteria Capital,"$11,000,000.00",
Digit Insurance,Bangalore,Insurtech,General Insurance Company,Virat Kohli,"$340,000.00",
Yolo,Gurugram,Transport,Intercity transportation,Undisclosed,"$600,000.00",Seed funding
SmartVizX,,VR & SaaS,It developed India’s first VR-based design communication and collaboration product Trezi,Rockstud Capital,"$1,397,000.00",Pre series A
MaxWholesale,Delhi,Ecommerce,B2B ecommerce platform for kirana stores,IAN Fund-I,"$3,000,000.00",Series A
Carbon Clean,,Cleantech,Develops affordable carbon capture technology,WAVE Equity Partners,"$16,000,000.00",
Onsitego,,Sales & Services,It offers post-purchase services through a network of brand authorised service centres throughout the country,Zodius Growth Fund,"$19,000,000.00",Series B
Genius Corner,Noida,Edtech,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,Mahesh Mohta,"$250,000.00",
PlanetSpark,Gurugram,Edtech,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,Indian Angel Network,"$448,500.00",
CamCom,Bangalore,AI & Deep learning,AI automation platform for enterprise quality control,Triton Investment Advisors,$nan,
Simsim,Bangalore,Social Commerce,It enables community opinion influencers to sell products to thousands of micro-communities in India,Accel Partners,"$8,000,000.00",Series B
Shuttl,Delhi,Transport,App based bus aggregator serice,SIG Global India Fund,"$7,975,700.00",Series C
HooLiv,Delhi,Housing & Rentals,Student Co-living startup,Kolte-Patil Family Office,$nan,
ClassMonitor,Indore,Edtech,The learning platform that blends curriculum-based activities for children,Ashwin Khorana,$nan,
Friyey,Pune,Co-working,Co working space startup,Tarun Bhalla,$nan,
